Symbol,Company Name,Industry,Market Cap
ATIP,ATI Physical Therapy,Medical Care Facilities,688.25M
ATKR,Atkore International Group,Electrical Equipment,4.05B
ATLC,Atlanticus Holdings,Consumer Finance,1.11B
ATLO,Ames National,Banks,216.67M
ATMR,Altimar Acquisition II,Shell Companies,427.80M
ATNF,180 Life Sciences,Biotechnology,198.56M
ATNI,ATN International,Diversified Telecommunication Services,737.36M
ATNM,Actinium Pharmaceuticals,Biotechnology,172.57M
ATNX,Athenex,Biotechnology,290.21M
ATO,Atmos Energy,Gas Utilities,11.92B
ATOM,Atomera,Semiconductors & Semiconductor Equipment,550.15M
ATOS,Atossa Therapeutics,Health Care Equipment & Supplies,354.54M
ATR,AptarGroup,Containers & Packaging,8.47B
ATRA,Atara Biotherapeutics,Biotechnology,1.28B
ATRC,AtriCure,Health Care Equipment & Supplies,3.27B
ATRI,Atrion Corporation,Health Care Equipment & Supplies,1.23B
ATRO,Astronics Corporation,Aerospace & Defense,424.50M
ATRS,Antares Pharma,Health Care Equipment & Supplies,586.39M
ATSG,Air Transport Services Group,Air Freight & Logistics,1.78B
ATTO,Atento,Commercial Services & Supplies,414.15M
ATUS,Altice USA,Media,7.98B
ATVC,Tribe Capital Growth I,Shell Companies,336.38M
ATVI,Activision Blizzard,Entertainment,59.31B
ATXI,Avenue Therapeutics,Pharmaceuticals,21.50M
ATXS,Astria Therapeutics,Biotechnology,83.36M
ATY,AcuityAds,Interactive Media & Services,418.31M
AU,AngloGold Ashanti,Metals & Mining,7.84B
AUB,Atlantic Union Bankshares,Banks,2.87B
AUBN,Auburn National Bancorporation,Banks,120.80M
AUD,Audacy,Media,473.80M
AUDC,AudioCodes,Communications Equipment,1.19B
AUID,Ipsidy,Software-Infrastructure,287.57M
AUMN,Golden Minerals,Metals & Mining,79.86M
AUPH,Aurinia Pharmaceuticals,Biotechnology,2.64B
AURC,Aurora Acquisition,Shell Companies,346.77M
AUS,Austerlitz Acquisition I,Shell Companies,982.75M
AUTL,Autolus Therapeutics,Biotechnology,430.64M
AUTO,AutoWeb,Interactive Media & Services,40.13M
AUUD,Auddia,Software-Application,30.24M
AUVI,Applied UV,Building Products,51.78M
AUY,Yamana Gold,Metals & Mining,4.17B
AVA,Avista,Multi-Utilities,2.80B
AVAH,Aveanna Healthcare Holdings,Medical Care Facilities,1.20B
AVAL,Grupo Aval Acciones y Valores,Banks,6.78B
AVAN,Avanti Acquisition,Shell Companies,735.00M
AVAV,AeroVironment,Aerospace & Defense,2.23B
AVB,AvalonBay Communities,Equity Real Estate Investment Trusts...,32.20B
AVCO,Avalon GloboCare,Health Care Providers & Services,84.55M
AVCT,American Virtual Cloud Technologies,IT Services,157.13M
AVD,American Vanguard,Chemicals,490.65M
AVDL,Avadel Pharmaceuticals,Pharmaceuticals,496.31M
AVDX,AvidXchange,Biotechnology,4.75B
AVEO,AVEO Pharmaceuticals,Biotechnology,216.56M
AVGO,Broadcom,Semiconductors & Semiconductor Equipment,207.15B
AVGR,Avinger,Health Care Equipment & Supplies,74.33M
AVID,Avid Technology,"Technology Hardware, Storage & Periph...",1.33B
AVIR,Atea Pharmaceuticals,Pharmaceuticals,3.28B
AVLR,Avalara,Software,14.92B
AVNS,Avanos Medical,Health Care Equipment & Supplies,1.53B
AVNT,Avient,Chemicals,4.63B
AVNW,Aviat Networks,Communications Equipment,340.98M
AVO,Mission Produce,Farm Products,1.34B
AVPT,AvePoint,Software-Infrastructure,1.55B
AVRO,Avrobio,Biotechnology,242.98M
AVT,Avnet,"Electronic Equipment, Instruments & C...",3.76B
AVTE,Aerovate Therapeutics,Biotechnology,390.30M
AVTR,Avantor,Life Sciences Tools & Services,23.32B
AVTX,Avalo Therapeutics,Biotechnology,248.22M
AVXL,Anavex Life Sciences,Biotechnology,1.33B
AVY,Avery Dennison,Containers & Packaging,17.21B
AVYA,Avaya Holdings,Software,1.61B
AWH,Aspira Women's Health,Health Care Equipment & Supplies,341.74M
AWI,Armstrong World Industries,Building Products,4.69B
AWK,American Water Works,Water Utilities,30.97B
AWR,American States Water,Water Utilities,3.29B
AWRE,Aware,Software,83.52M
AWX,Avalon Holdings,Commercial Services & Supplies,15.13M
AX,Axos Financial,Thrifts & Mortgage Finance,3.16B
AXDX,Accelerate Diagnostics,Life Sciences Tools & Services,442.75M
AXGN,Axogen,Health Care Equipment & Supplies,569.21M
AXL,American Axle & Manufacturing,Auto Components,1.19B
AXLA,Axcella Health,Biotechnology,107.28M
AXNX,Axonics Modulation Technologies,Health Care Equipment & Supplies,3.03B
AXON,Axon Enterprise,Aerospace & Defense,11.64B
AXP,American Express,Consumer Finance,139.91B
AXR,AMREP Corporation,Commercial Services & Supplies,108.87M
AXS,AXIS Capital Holdings,Insurance,4.38B
AXSM,Axsome Therapeutics,Pharmaceuticals,1.51B
AXTA,Axalta Coating Systems,Chemicals,7.21B
AXTI,AXT Inc.,Semiconductors & Semiconductor Equipment,356.63M
AXU,Alexco Resource,Commercial Services & Supplies,262.87M
AY,Atlantica Sustainable Infrastructure,Independent Power and Renewable Elect...,3.97B
AYI,Acuity Brands,Electrical Equipment,7.50B
AYLA,Ayala Pharmaceuticals,Biotechnology,132.43M
AYRO,"AYRO, Inc.",Auto Manufacturers,107.71M
AYTU,Aytu BioScience,Pharmaceuticals,72.06M
AYX,Alteryx,Software,5.08B
AZEK,AZEK Company,Building Products,5.54B
AZN,AstraZeneca,Pharmaceuticals,186.58B
AZO,AutoZone,Specialty Retail,37.13B
AZPN,Aspen Technology,Software,11.04B
AZRE,Azure Power Global,Independent Power and Renewable Elect...,1.04B
AZUL,Azul S.A.,Airlines,2.18B
AZYO,Aziyo Biologics,Medical Devices,54.22M
AZZ,AZZ Inc.,Electrical Equipment,1.29B
B,Barnes Group,Machinery,2.13B
BA,Boeing,Aerospace & Defense,126.58B
BABA,Alibaba Group,Internet & Direct Marketing Retail,455.43B
BAC,Bank of America,Banks,380.25B
BAH,Booz Allen Hamilton,IT Services,10.85B
BAK,Braskem,Chemicals,8.59B
BALY,Bally's Corporation,"Hotels, Restaurants & Leisure",2.78B
BAM,Brookfield Asset Management,Capital Markets,91.85B
BANC,Banc of California,Banks,951.85M
BAND,Bandwidth,Diversified Telecommunication Services,2.26B
BANF,BancFirst Corporation,Banks,2.09B
BANR,Banner Corporation,Banks,2.00B
BANX,StoneCastle Financial,Capital Markets,158.15M
BAOS,Baosheng Media Group,Advertising Agencies,50.33M
BAP,Credicorp,Banks,10.57B
BARK,The Original BARK Company,Specialty Retail,1.07B
BASE,Couchbase,Software-Infrastructure,1.52B
BATL,Battalion Oil,"Oil, Gas & Consumable Fuels",161.87M
BAX,Baxter International,Health Care Equipment & Supplies,39.07B
BB,BlackBerry,Software,5.79B
BBAR,Banco BBVA Argentina,Banks,790.40M
BBBY,Bed Bath & Beyond,Specialty Retail,1.43B
BBCP,Concrete Pumping Holdings,Construction & Engineering,482.75M
BBD,Banco Bradesco,Banks,37.89B
BBDC,Barings BDC,Capital Markets,719.13M
BBGI,Beasley Broadcast Group,Media,74.54M
BBI,Brickell Biotech,Biotechnology,49.41M
BBIG,Vinco Ventures,Leisure,818.11M
BBIO,BridgeBio Pharma,Biotechnology,7.19B
BBL,BHP Group,Metals & Mining,138.23B
BBLG,Bone Biologics,Professional Organizations,56.27M
BBQ,BBQ Holdings,"Hotels, Restaurants & Leisure",146.05M
BBSI,Barrett Business Services,Professional Services,607.94M
BBU,Brookfield Business Partners,Construction & Engineering,3.75B
BBVA,Banco Bilbao Vizcaya Argentaria,Banks,44.74B
BBW,Build-A-Bear Workshop,Specialty Retail,257.01M
BBWI,Bath & Body Works,Specialty Retail,17.46B
BBY,Best Buy,Specialty Retail,28.50B
BC,Brunswick,Leisure Products,7.81B
BCAB,BioAtla,Biotechnology,939.17M
BCAC,Brookline Capital Acquisition,Shell Companies,73.75M
BCBP,BCB Bancorp,Banks,252.83M
BCC,Boise Cascade,Paper & Forest Products,2.32B
BCDA,BioCardia,Biotechnology,49.43M
BCE,"BCE, Inc.",Diversified Telecommunication Services,46.30B
BCEI,Bonanza Creek Energy,"Oil, Gas & Consumable Fuels",1.65B
BCEL,Atreca,Biotechnology,204.03M
BCH,Banco de Chile SA,Banks,8.32B
BCLI,Brainstorm Cell Therapeutics,Biotechnology,112.04M
BCML,BayCom,Banks,196.76M
BCO,Brink's Company,Commercial Services & Supplies,3.07B
BCOR,Blucora,Capital Markets,806.97M
BCOV,Brightcove,IT Services,504.44M
BCOW,1895 Bancorp of Wisconsin,Thrifts & Mortgage Finance,70.78M
BCPC,Balchem Corporation,Chemicals,4.95B
BCRX,BioCryst Pharmaceuticals,Biotechnology,2.67B
BCS,Barclays,Banks,46.70B
BCSF,Bain Capital,Capital Markets,958.75M
BCTX,BriaCell Therapeutics,Biotechnology,125.85M
BCYC,Bicycle Therapeutics,Biotechnology,1.70B
BCYP,Big Cypress Acquisition,Shell Companies,148.83M
BDC,Belden,"Electronic Equipment, Instruments & C...",2.67B
BDL,Flanigan's Enterprises,"Hotels, Restaurants & Leisure",50.00M
BDN,Brandywine Realty Trust,Equity Real Estate Investment Trusts...,2.40B
BDR,Blonder Tongue Laboratories,Communications Equipment,12.63M
BDSI,BioDelivery Sciences,Pharmaceuticals,395.37M
BDSX,Biodesix,Diagnostics & Research,191.49M
BDTX,Black Diamond Therapeutics,Biotechnology,296.23M
BDX,"Becton, Dickinson",Health Care Equipment & Supplies,68.70B
BE,Bloom Energy,Electrical Equipment,3.69B
BEAM,Beam Therapeutics,Beverages,6.07B
BECN,Beacon Roofing Supply,Trading Companies & Distributors,3.74B
BEDU,Bright Scholar Education,Diversified Consumer Services,333.93M
BEEM,Beam Global,Electrical Equipment,256.78M
BEKE,KE Holdings,Real Estate Management & Development,26.22B
BELFA,Bel Fuse,Electronic Components,157.73M
BELFB,Bel Fuse,"Electronic Equipment, Instruments & C...",154.61M
BEN,Franklin Resources,Capital Markets,14.97B
BENE,Benessere Capital Acquisition,Shell Companies,150.28M
BEP,Brookfield Renewable Partners,Independent Power and Renewable Elect...,10.46B
BEPC,Brookfield Renewable Corporation,Independent Power and Renewable Elect...,6.90B
BERY,Berry Global Group,Containers & Packaging,8.61B
BEST,BEST Inc.,Air Freight & Logistics,757.77M
BF.A,Brown-Forman,Beverages,32.54B
BF.B,Brown-Forman,Beverages,32.54B
BFAM,Bright Horizons Family Solutions,Diversified Consumer Services,9.90B
BFC,Bank First,Banks,538.67M
BFI,BurgerFi International,Restaurants,161.81M
BFIN,BankFinancial Corporation,Banks,159.44M
BFLY,Butterfly Network,Medical Devices,1.97B
BFRA,Biofrontera AG,Biotechnology,152.50M
BFS,Saul Centers,Equity Real Estate Investment Trusts...,1.08B
BFST,Business First Bancshares,Banks,517.22M
BG,Bunge,Food Products,12.14B
BGCP,BGC Partners,Capital Markets,2.11B
BGFV,Big 5 Sporting Goods,Specialty Retail,542.23M
BGI,Birks Group,Specialty Retail,69.10M
BGNE,BeiGene,Biotechnology,33.45B
BGRY,Berkshire Grey,Specialty Industrial Machinery,1.28B
BGS,B&G Foods,Food Products,1.90B
BGSF,BG Staffing,Professional Services,124.30M
BGSX,Build Acquisition,Shell Companies,243.00M
BH,Biglari Holdings,"Hotels, Restaurants & Leisure",520.00M
BH.A,Biglari Holdings,Restaurants,518.24M
BHAT,Blue Hat Interactive,Entertainment,31.16M
BHB,Bar Harbor Bankshares,Banks,421.15M
BHC,Bausch Health Companies,Pharmaceuticals,10.09B
BHE,Benchmark Electronics,"Electronic Equipment, Instruments & C...",914.46M
BHF,Brighthouse Financial,Insurance,4.13B
BHG,Bright Health Group,Healthcare Plans,5.04B
BHIL,Benson Hill,Farm Products,1.12B
BHLB,Berkshire Hills Bancorp,Banks,1.31B
BHP,BHP Group,Metals & Mining,146.47B
BHR,Braemar Hotels & Resorts,Equity Real Estate Investment Trusts...,291.69M
BHSE,Bull Horn Holdings,Shell Companies,93.56M
BHTG,BioHiTech Global,Commercial Services & Supplies,38.56M
BHVN,Biohaven Pharmaceutical,Biotechnology,8.71B
BIDU,"Baidu, Inc",Interactive Media & Services,60.23B
BIG,Big Lots,Multiline Retail,1.50B
BIGC,BigCommerce,IT Services,3.88B
BIIB,Biogen,Biotechnology,40.59B
BILI,Bilibili,Entertainment,28.73B
BILL,Bill.com,Software,30.15B
BIMI,BIMI International Medical,Machinery,21.69M
BIO,Bio-Rad Laboratories,Life Sciences Tools & Services,21.41B
BIOC,Biocept,Biotechnology,55.80M
BIOL,"BIOLASE, Inc.",Health Care Equipment & Supplies,88.73M
BIOT,Biotech Acquisition,n/a,224.60M
BIOX,Bioceres Crop Solutions,Food Products,543.40M
BIP,Brookfield Infrastructure Partners,Multi-Utilities,16.98B
BIPC,Brookfield Infrastructure,Gas Utilities,2.69B
BITE,Bite Acquisition,n/a,249.48M
BITF,Bitfarms,Capital Markets,947.50M
BIVI,BioVie,Biotechnology,145.77M
BJ,BJ's Wholesale Club,Food & Staples Retailing,7.97B
BJRI,BJ's Restaurants,"Hotels, Restaurants & Leisure",878.04M
BK,Bank of New York Mellon,Capital Markets,49.55B
BKCC,BlackRock Capital Investment,Capital Markets,311.97M
BKD,Brookdale Senior Living,Health Care Providers & Services,1.23B
BKE,The Buckle,Specialty Retail,2.14B
BKEP,BlueKnight Energy Partners,"Oil, Gas & Consumable Fuels",141.14M
BKH,Black Hills,Multi-Utilities,4.05B
BKI,Black Knight,IT Services,11.13B
BKKT,Bakkt Holdings,Shell Companies,242.63M
BKNG,Booking Holdings,Internet & Direct Marketing Retail,102.74B
BKR,Baker Hughes,Energy Equipment & Services,22.28B
BKSC,Bank of South Carolina,Banks,112.48M
BKSY,BlackSky Technology,Scientific & Technical Instruments,1.02B
BKTI,BK Technologies,Communications Equipment,51.20M
BKU,BankUnited,Banks,3.92B
BKYI,BIO-key International,Software,25.04M
BL,BlackLine,Software,7.20B
BLBD,Blue Bird,Machinery,537.83M
BLCM,Bellicum Pharmaceuticals,Biotechnology,21.83M
BLCT,BlueCity Holdings,Internet Content & Information,106.97M
BLD,TopBuild,Household Durables,7.27B
BLDE,Blade Air Mobility,Airports & Air Services,687.33M
BLDP,Ballard Power Systems,Electrical Equipment,4.82B
BLDR,Builders FirstSource,Building Products,11.88B
BLFS,BioLife Solutions,Health Care Equipment & Supplies,1.69B
BLFY,Blue Foundry Bancorp,Banks-Regional,396.89M
BLI,Berkeley Lights,Life Sciences Tools & Services,1.71B
BLIN,Bridgeline Digital,Software,33.83M
BLK,BlackRock,Capital Markets,136.23B
BLKB,Blackbaud,Software,3.64B
BLL,Ball Corporation,Containers & Packaging,29.47B
BLMN,Bloomin' Brands,"Hotels, Restaurants & Leisure",2.05B
BLND,Blend Labs,Software-Application,2.88B
BLNG,Belong Acquisition,Blank Checks / SPAC,188.74M
BLNK,Blink Charging,Specialty Retail,1.21B
BLPH,Bellerophon Therapeutics,Health Care Equipment & Supplies,37.08M
BLRX,BioLineRx,Biotechnology,144.66M
BLSA,BCLS Acquisition,Shell Companies,187.54M
BLTS,Bright Lights Acquisition,Shell Companies,280.60M
BLU,BELLUS Health,Biotechnology,477.07M
BLUA,BlueRiver Acquisition,Shell Companies,259.32M
BLUE,Bluebird Bio,Biotechnology,1.42B
BLX,Banco Latinoamericano,Diversified Financial Services,746.34M
BMA,Banco Macro,Banks,1.11B
BMBL,Bumble,Software-Application,9.47B
BMEA,Biomea Fusion,Biotechnology,334.93M
BMI,Badger Meter,"Electronic Equipment, Instruments & C...",2.98B
BMO,Bank of Montreal,Banks,69.46B
BMRA,Biomerica,Health Care Equipment & Supplies,71.06M
BMRC,Bank of Marin Bancorp,Banks,616.30M
BMRN,BioMarin Pharmaceutical,Biotechnology,13.55B
BMTC,Bryn Mawr Bank,Banks,971.64M
BMTX,BM Technologies,Software-Application,100.65M
BMY,Bristol-Myers Squibb,Pharmaceuticals,129.68B
BNED,Barnes & Noble Education,Specialty Retail,544.76M
BNFT,Benefitfocus,Software,366.81M
BNGO,BioNano Genomics,Life Sciences Tools & Services,1.45B
BNL,Broadstone Net Lease,Equity Real Estate Investment Trusts...,4.12B
BNR,Burning Rock Biotech,Diagnostics & Research,1.50B
BNS,Bank of Nova Scotia,Banks,78.39B
BNSO,Bonso Electronics International,"Electronic Equipment, Instruments & C...",27.44M
BNTC,Benitec Biopharma,Biotechnology,29.58M
BNTX,BioNTech SE,Biotechnology,60.07B
BOAC,Bluescape Opportunities Acquisition,Shell Companies,744.24M
BOAS,BOA Acquisition,Shell Companies,280.02M
BODY,Beachbody,Internet Content & Information,1.61B
BOH,Bank of Hawaii,Banks,3.40B
BOKF,BOK Financial,Banks,6.51B
BOLT,Bolt Biotherapeutics,Biotechnology,472.64M
BOMN,Boston Omaha,Media,1.10B
BON,Bon Natural Life,Packaged Foods,47.44M
BOOM,DMC Global,Energy Equipment & Services,772.60M
BOOT,Boot Barn Holdings,Specialty Retail,2.85B
BORR,Borr Drilling,Oil & Gas Drilling,320.14M
BOSC,BOS Better Online Solutions,Communications Equipment,16.30M
BOTJ,Bank of the James Financial,Banks,67.51M
BOWX,BowX Acquisition,Shell Companies,642.09M
BOX,"Box, Inc.",Software,4.00B
BOXL,Boxlight,"Technology Hardware, Storage & Periph...",126.90M
BP,BP plc,"Oil, Gas & Consumable Fuels",99.17B
BPMC,Blueprint Medicines,Biotechnology,5.87B
BPMP,BP Midstream Partners,"Oil, Gas & Consumable Fuels",1.45B
BPOP,Popular,Banks,6.44B
BPRN,Bank of Princeton,Banks,196.86M
BPT,BP Prudhoe Bay Royalty Trust,"Oil, Gas & Consumable Fuels",82.18M
BPTH,Bio-Path Holdings,Biotechnology,35.29M
BPTS,Biophytis,Biotechnology,78.06M
BQ,Boqii Holding,Specialty Retail,180.25M
BR,Broadridge Financial Solutions,IT Services,20.70B
BRAG,Bragg Gaming Group,Electronic Gaming & Multimedia,180.89M
BRBR,Bellring Brands,Personal Products,964.45M
BRBS,Blue Ridge Bankshares,Banks,352.08M
BRC,Brady Corporation,Commercial Services & Supplies,2.64B
BRCN,Burcon NutraScience,Packaged Foods,160.51M
BRDG,Bridge Investment Group,REIT-Diversified,1.86B
BREZ,Breeze Holdings Acquisition,Shell Companies,148.01M
BRFS,BRF S.A.,Food Products,3.88B
BRG,Bluerock Residential Growth REIT,Equity Real Estate Investment Trusts...,377.19M
BRID,Bridgford Foods,Food Products,112.92M
BRIV,B. Riley Principal 250 Merger,Shell Companies,187.45M
BRK.A,Berkshire Hathaway,Diversified Financial Services,643.34B
BRK.B,Berkshire Hathaway,Diversified Financial Services,643.34B
BRKL,Brookline Bancorp,Banks,1.21B
BRKR,Bruker,Life Sciences Tools & Services,11.71B
BRKS,Brooks Automation,Semiconductors & Semiconductor Equipment,7.76B
BRLI,Brilliant Acquisition,Shell Companies,62.21M
BRLT,Brilliant Earth Group,Luxury Goods,1.17B
BRMK,Broadmark Realty Capital,Mortgage Real Estate Investment Trus...,1.36B
BRN,Barnwell Industries,"Oil, Gas & Consumable Fuels",30.04M
BRO,Brown & Brown,Insurance,18.14B
BROG,Brooge Energy,"Oil, Gas & Consumable Fuels",809.93M
BROS,Dutch Bros,Restaurants,9.47B
BRP,BRP Group,Insurance,4.19B
BRPM,B. Riley Principal 150 Merger,Shell Companies,209.37M
BRQS,Borqs Technologies,"Technology Hardware, Storage & Periph...",80.40M
BRSP,BrightSpire Capital,REIT-Diversified,1.28B
BRT,BRT Apartments,Equity Real Estate Investment Trusts...,362.66M
BRX,Brixmor Property Group,Equity Real Estate Investment Trusts...,6.91B
BRY,Berry Corporation,"Oil, Gas & Consumable Fuels",688.03M
BSAC,Banco Santander-Chile,Banks,8.11B
BSAQ,Black Spade Acquisition,Shell Companies,182.06M
BSBK,Bogota Financial,Thrifts & Mortgage Finance,149.02M
BSBR,Banco Santander Brasil,Banks,51.75B
BSET,Bassett Furniture Industries,Household Durables,176.04M
BSGA,Blue Safari Group Acquisition,Shell Companies,70.54M
BSGM,BioSig Technologies,Health Care Equipment & Supplies,89.06M
BSIG,BrightSphere Investment Group,Capital Markets,2.11B
BSKY,Big Sky Growth Partners,Shell Companies,364.50M
BSM,Black Stone Minerals,"Oil, Gas & Consumable Fuels",2.56B
BSMX,Banco Santander Mexico,Banks,7.75B
BSN,Broadstone Acquisition,Shell Companies,379.31M
BSQR,Bsquare Corporation,Software,47.36M
BSRR,Sierra Bancorp,Banks,373.10M
BSVN,Bank7 Corp.,Banks,219.93M
BSX,Boston Scientific,Health Care Equipment & Supplies,60.98B
BSY,Bentley Systems,Software-Application,15.83B
BTAI,BioXcel Therapeutics,Biotechnology,784.53M
BTAQ,Burgundy Technology Acquisition,Shell Companies,438.34M
BTB,Bit Brother,Restaurants,34.32M
BTBT,Bit Digital,Software,603.71M
BTCM,BIT Mining,Information Technology Services,714.49M
BTCS,BTCS,Capital Markets,67.07M
BTCY,Biotricity,Medical Devices,147.07M
BTG,B2Gold,Metals & Mining,4.14B
BTI,British American Tobacco,Tobacco,82.40B
BTN,Ballantyne Strong,Entertainment,60.93M
BTNB,Bridgetown 2 Holdings,Shell Companies,370.95M
BTRS,BTRS Holdings,Software-Application,1.52B
BTTR,Better Choice Company,Packaged Foods,126.33M
BTU,Peabody Energy,"Oil, Gas & Consumable Fuels",2.15B
